Loaded suite test_agent_creation
Started
A,B id,choice,point =	1	7	0.0345245218913945	0.964509486886711	1.86235612025314	0.066662853520283
A,B id,choice,point =	3	2	0.0902961113131704	0.986623905990237	1.80779763813636	0.165450173844118
A,B id,choice,point =	1	7	0.0345245218913945	0.0356870797737998	0.0362779834835442	0.0350961760640555
A,B id,choice,point =	6	4	0.60033844083702	0.0846603382615245	0.148394003094556	1.05228287857948
A,B id,choice,point =	2	3	0.986623905990237	0.0902961113131704	0.165450173844118	1.80779763813636
A,B id,choice,point =	1	7	0.206842596808831	0.0356870797737998	0.060871793975462	0.352813399642201
A,B id,choice,point =	7	6	0.0356870797737998	0.60033844083702	1.13330749118526	0.067369390488778
A,B id,choice,point =	3	2	0.0902961113131704	0.986623905990237	1.80779763813636	0.165450173844118
A,B id,choice,point =	4	6	0.0846603382615245	0.60033844083702	1.05228287857948	0.148394003094556
A,B id,choice,point =	4	6	0.0846603382615245	0.60033844083702	1.05228287857948	0.148394003094556
A,B id,choice,point =	4	0	0.471615839463394	0.354101223532135	0.404496293646356	0.538735385280433
A,B id,choice,point =	2	3	0.986623905990237	0.0902961113131704	0.165450173844118	1.80779763813636
A,B id,choice,point =	3	2	0.0902961113131704	0.986623905990237	1.80779763813636	0.165450173844118
A,B id,choice,point =	3	7	0.0902961113131704	0.0356870797737998	0.051156102649797	0.129436119976544
A,B id,choice,point =	6	5	0.60033844083702	0.528438177524726	0.562098375202669	0.638578506471371
A,B id,choice,point =	1	6	0.206842596808831	0.60033844083702	0.89299977759079	0.30767710408325
A,B id,choice,point =	6	1	0.60033844083702	0.206842596808831	0.30767710408325	0.89299977759079
A,B id,choice,point =	4	0	0.471615839463394	0.354101223532135	0.404496293646356	0.538735385280433
A,B id,choice,point =	0	4	0.354101223532135	0.471615839463394	0.538735385280433	0.404496293646356
.A,B id,choice,point =	7	3	0.0356870797737998	0.0902961113131704	0.129436119976544	0.051156102649797
A,B id,choice,point =	2	3	0.986623905990237	0.0902961113131704	0.165450173844118	1.80779763813636
A,B id,choice,point =	1	7	0.206842596808831	0.0356870797737998	0.060871793975462	0.352813399642201
A,B id,choice,point =	1	2	0.206842596808831	0.986623905990237	1.63125941044584	0.341988401534636
A,B id,choice,point =	5	6	0.318440719903377	0.949873335913539	1.4227696210437	0.47697705078338
A,B id,choice,point =	2	3	0.986623905990237	0.0902961113131704	0.165450173844118	1.80779763813636
A,B id,choice,point =	1	7	0.206842596808831	0.0356870797737998	0.060871793975462	0.352813399642201
A,B id,choice,point =	1	2	0.0345245218913945	0.986623905990237	1.90653328212198	0.0667145298584969
A,B id,choice,point =	5	0	0.231375696314255	0.901384658297738	1.43453873346907	0.368230583126409
A,B id,choice,point =	2	7	0.986623905990237	0.964509486886711	0.975441372477008	0.997806439503466
A,B id,choice,point =	0	4	0.901384658297738	0.471615839463394	0.619238351327197	1.18353096526828
A,B id,choice,point =	5	6	0.318440719903377	0.60033844083702	0.784532908334993	0.416143973339046
A,B id,choice,point =	7	6	0.652303054482202	0.60033844083702	0.625242896941196	0.679363212023209
A,B id,choice,point =	5	6	0.231375696314255	0.60033844083702	0.866658933515451	0.334017948158588
A,B id,choice,point =	3	2	0.0902961113131704	0.986623905990237	1.80779763813636	0.165450173844118
A,B id,choice,point =	4	0	0.471615839463394	0.901384658297738	1.18353096526828	0.619238351327197
A,B id,choice,point =	0	3	0.901384658297738	0.0902961113131704	0.164148649314983	1.63862066728049
A,B id,choice,point =	6	5	0.60033844083702	0.231375696314255	0.334017948158588	0.866658933515451
